Frame,Red channel,Green channel,Blue Channel,Red_back,Green_back,Blue_back,Pressure
frame0,157.10051546391753,157.87113402061857,145.65463917525773,221.69791666666666,219.79947916666666,217.890625,-0.042279392
frame1,157.33505154639175,158.06443298969072,145.3659793814433,221.70052083333334,218.76822916666666,217.76041666666666,-0.039646626
frame2,157.32474226804123,158.06185567010309,145.25,222.02604166666666,219.05208333333334,218.04427083333334,-0.036905169
frame3,157.39948453608247,158.11340206185568,145.35824742268042,225.70833333333334,223.26041666666666,221.98958333333334,-0.036402583
frame4,157.3659793814433,158.05927835051546,145.30154639175257,225.70833333333334,223.984375,221.98958333333334,-0.035540253
frame5,157.43814432989691,158.06958762886597,145.30670103092783,225.70833333333334,223.984375,221.98958333333334,-0.033742338
frame6,157.76288659793815,157.90463917525773,145.08247422680412,226.02083333333334,225.02083333333334,223.02604166666666,-0.032123476
frame7,157.3840206185567,157.9278350515464,145.22938144329896,226.015625,225.015625,223.02083333333334,-0.028891861
frame8,157.3840206185567,157.9278350515464,145.2757731958763,226.015625,225.015625,223.02083333333334,-0.025301605
frame9,157.37113402061857,157.9278350515464,145.22938144329896,226.015625,225.015625,223.02083333333334,-0.023167491
frame10,157.37113402061857,157.9278350515464,145.22938144329896,226.015625,225.015625,223.02083333333334,-0.021860361
frame11,158.22680412371133,157.99484536082474,145.23453608247422,225.38802083333334,224.38802083333334,222.38802083333334,-0.020458817
frame12,157.90721649484536,158.0257731958763,144.72938144329896,225.63020833333334,224.15104166666666,222.15104166666666,-0.017111808
frame13,158.22938144329896,157.92525773195877,144.98453608247422,225.11458333333334,224.15104166666666,222.15104166666666,-0.013296396
frame14,158.22938144329896,157.92525773195877,144.98453608247422,225.63020833333334,224.15104166666666,222.63020833333334,-0.010077178
frame15,158.31185567010309,157.92525773195877,144.98969072164948,224.63541666666666,223.671875,221.671875,-0.008455664
frame16,158.69329896907217,158.30670103092783,145.37113402061857,224.63541666666666,223.671875,221.671875,-0.00826773
frame17,158.31185567010309,157.92525773195877,144.98969072164948,225.15104166666666,223.671875,221.671875,-0.007656783
frame18,158.31185567010309,157.92525773195877,144.98969072164948,225.11458333333334,224.15104166666666,222.15104166666666,-0.008135647
frame19,158.31185567010309,157.92525773195877,144.98969072164948,225.15104166666666,223.671875,221.671875,-0.00878194
frame20,158.31185567010309,157.92525773195877,144.98969072164948,225.15104166666666,223.671875,221.671875,-0.009035319
frame21,158.31185567010309,157.92525773195877,144.98969072164948,224.63541666666666,223.671875,221.671875,-0.009321541
frame22,158.69329896907217,158.30670103092783,145.37113402061857,225.15104166666666,223.671875,221.671875,-0.009737909
frame23,158.1958762886598,157.96391752577318,145.98453608247422,224.39322916666666,223.39322916666666,220.89583333333334,-0.009604841
frame24,158.37113402061857,158.18298969072166,145.76546391752578,224.63541666666666,223.6796875,221.6796875,-0.010365129
frame25,158.51030927835052,158.13144329896906,145.9278350515464,224.11458333333334,223.15885416666666,220.63802083333334,-0.011129022
frame26,158.51030927835052,158.1262886597938,145.89948453608247,224.63541666666666,223.15885416666666,221.11458333333334,-0.011788785
frame27,158.51546391752578,158.1340206185567,145.93814432989691,224.11458333333334,223.15885416666666,220.63802083333334,-0.012767553
frame28,158.51546391752578,158.1340206185567,145.93814432989691,224.11458333333334,223.15885416666666,220.63802083333334,-0.013651758
frame29,158.56701030927834,158.13659793814432,145.96907216494844,224.11458333333334,223.15885416666666,220.63802083333334,-0.014452249
frame30,158.56701030927834,158.13659793814432,145.96907216494844,224.11458333333334,223.15885416666666,221.11458333333334,-0.015248269
frame31,158.56701030927834,158.13659793814432,145.96907216494844,224.11458333333334,223.15885416666666,220.63802083333334,-0.015442967
frame32,158.56701030927834,158.13659793814432,145.96907216494844,224.11458333333334,223.15885416666666,220.63802083333334,-0.015843928
frame33,158.56701030927834,158.13659793814432,145.96907216494844,224.11458333333334,223.15885416666666,220.63802083333334,-0.016017199
frame34,158.56701030927834,158.13659793814432,145.96907216494844,224.11458333333334,222.63802083333334,220.63802083333334,-0.016287982
frame35,158.59536082474227,158.3041237113402,147.31185567010309,224.890625,223.39322916666666,221.39322916666666,-0.016790152
frame36,158.5,158.33762886597938,146.0979381443299,224.953125,223.4921875,221.953125,-0.016307652
frame37,158.4664948453608,158.3221649484536,146.1597938,224.41666666666666,222.95572916666666,220.88020833333334,-0.016639888
frame38,158.5077319587629,158.3221649484536,146.23969072164948,224.15364583333334,222.70572916666666,220.609375,-0.0168643
frame39,158.54123711340208,158.42268041237114,146.24484536082474,224.15364583333334,222.70572916666666,220.609375,-0.016987413
frame40,158.54123711340208,158.42268041237114,146.24484536082474,224.15364583333334,222.70572916666666,220.609375,-0.017014444
frame41,158.57474226804123,158.45618556701032,146.27835051546393,222.71354166666666,221.16927083333334,219.16927083333334,-0.017633587
frame42,158.6443298969072,158.45103092783506,146.20618556701032,222.71354166666666,221.71354166666666,219.6171875,-0.017597318
frame43,158.60309278350516,158.45103092783506,146.20618556701032,222.2578125,221.2578125,218.71354166666666,-0.017814666
frame44,158.7680412371134,158.6159793814433,146.37113402061857,222.2578125,220.71354166666666,218.71354166666666,-0.018336385
frame45,158.66494845360825,158.47164948453607,146.22680412371133,221.71354166666666,220.71354166666666,218.16927083333334,-0.018269271
frame46,158.5335051546392,158.4664948453608,145.88917525773195,223.953125,222.6328125,219.9609375,-0.017460018
frame47,158.43041237113403,158.2036082474227,146.23453608247422,222.66666666666666,222,219,-0.017639965
frame48,158.68041237113403,158.16752577319588,146.0077319587629,222.09375,221.09375,218.09375,-0.017855436
frame49,158.70103092783506,158.55154639175257,146.58762886597938,221.4140625,220.4140625,217.84375,-0.018711358
frame50,158.79896907216494,158.55154639175257,146.58762886597938,221.2734375,219.84375,217.2734375,-0.018995792
frame51,158.76288659793815,158.5541237113402,146.59536082474227,220.84375,219.84375,217.2734375,-0.019132555
frame52,159.27319587628867,158.50515463917526,146.5463917525773,221.2734375,219.84375,217.2734375,-0.019477546
frame53,159.27319587628867,158.50515463917526,146.5463917525773,220.84375,219.4140625,216.84375,-0.019788772
frame54,158.75,158.50515463917526,146.5463917525773,220.84375,219.4140625,216.84375,-0.019547999
frame55,158.6520618556701,158.50515463917526,146.5463917525773,220.4140625,219.4140625,216.84375,-0.019577116
frame56,159.27319587628867,158.50515463917526,146.5463917525773,220.84375,219.4140625,216.84375,-0.020041734
frame57,159.5335051546392,158.50515463917526,146.5463917525773,220.2734375,219.2734375,216.2734375,-0.020484239
frame58,159.52835051546393,158.50257731958763,146.54381443298968,220.2734375,219.2734375,216.2734375,-0.020537764
frame59,159.6958762886598,158.5,146.28608247422682,220.33333333333334,218.33333333333334,216.33333333333334,-0.020711571
frame60,159.63144329896906,158.5077319587629,146.29381443298968,220.125,218.3125,216.125,-0.020930469
frame61,159.51288659793815,158.19845360824743,146.47164948453607,219.53125,217.53125,215.53125,-0.020998001
frame62,159.5979381443299,158.3659793814433,146.2577319587629,219.50260416666666,217.50260416666666,215.50260416666666,-0.021033615
frame63,159.2422680412371,158.3737113402062,146.26546391752578,219.50260416666666,217.09375,215.50260416666666,-0.02098617
frame64,159.6056701030928,158.3479381443299,146.23453608247422,219.50260416666666,217.09375,215.50260416666666,-0.021255046
frame65,159.6597938,158.38659793814432,146.49742268041237,219.50260416666666,217.09375,215.50260416666666,-0.021460593
frame66,159.55927835051546,158.2577319587629,146.0721649484536,214.96354166666666,213.8671875,210.96354166666666,-0.02292493
frame67,159.55927835051546,158.2577319587629,146.02319587628867,215.43229166666666,214.2890625,211.43229166666666,-0.022688925
frame68,159.54381443298968,158.24484536082474,146.01288659793815,216.2890625,215.14583333333334,212.2890625,-0.022405505
frame69,159.54381443298968,158.24484536082474,146.00515463917526,216.2890625,215.14583333333334,212.2890625,-0.022558659
frame70,159.53092783505156,158.24484536082474,145.96391752577318,217.2890625,216.2890625,213.2890625,-0.022156775
frame71,159.28092783505156,158.22164948453607,145.6056701030928,215.85416666666666,214.85416666666666,211.86458333333334,-0.022580892
frame72,159.08762886597938,158.2036082474227,145.18814432989691,216.84375,215.84375,212.85416666666666,-0.021937549
frame73,159.08762886597938,158.20876288659792,145.2680412371134,216.84375,215.85416666666666,212.85416666666666,-0.022221982
frame74,158.6597938,157.7422680412371,144.65463917525773,217.84375,216.84375,213.85416666666666,-0.020972311
frame75,157.39175257731958,157.1237113402062,144.03092783505156,217.84375,216.84375,213.85416666666666,-0.020036608
frame76,156.91237113402062,155.93556701030928,143.31443298969072,217.84375,216.84375,213.85416666666666,-0.019092977
frame77,154.81185567010309,154.77061855670104,142.07474226804123,217.84375,216.84375,213.85416666666666,-0.018067837
frame78,153.3402062,153.50257731958763,140.32474226804123,218.84375,217.84375,215.84375,-0.02259779
frame79,152.26288659793815,152.5,139.3221649484536,218.84375,217.84375,215.84375,-0.033844054
frame80,150.56443298969072,150.91494845360825,137.76546391752578,219.83333333333334,218.83333333333334,216.83333333333334,-0.0553011
frame81,149.4922680412371,149.85309278350516,136.7036082474227,219.84375,218.84375,216.85416666666666,-0.076042533
frame82,148.24742268041237,148.66237113402062,135.51288659793815,221.82291666666666,219.83333333333334,217.84375,-0.083117127
frame83,147.52835051546393,147.6701030927835,135.05154639175257,224.91927083333334,222.92447916666666,220.9296875,-0.052439809
frame84,146.69845360824743,146.78092783505156,134.41237113402062,226.01041666666666,224.015625,222.02083333333334,0.002083629
frame85,145.80927835051546,145.79381443298968,133.68814432989691,226.3203125,223.640625,222.33072916666666,0.073166832
frame86,144.76030927835052,144.71134020618555,132.53865979381445,230.26041666666666,228.26302083333334,226.9296875,0.14178608357906342
frame87,143.3298969072165,143.27319587628867,131.0979381443299,231.80208333333334,230.28125,227.81770833333334,0.24919001758098602
frame88,142.2242268041237,142.09536082474227,129.97938144329896,232.88541666666666,231.61979166666666,229.625,0.3544324040412903
frame89,140.98711340206185,140.6340206185567,129.18556701030928,235.41666666666666,233.65625,232.09375,0.4640372693538666
frame90,142.4819587628866,141.73453608247422,131.96907216494844,237.20052083333334,235.44791666666666,234.20052083333334,0.6233251094818115
frame91,144.36340206185568,143.40721649484536,133.98453608247422,238.1953125,236.6953125,235.1953125,0.8256334066390991
frame92,143.85309278350516,143.04896907216494,134.03608247422682,237.01041666666666,235.94010416666666,234.6953125,0.9620174169540405
frame93,143.79123711340208,142.72938144329896,133.56958762886597,198.36458333333334,197.0546875,195.14583333333334,0.9774448871612549
frame94,143.75257731958763,142.98453608247422,134.10824742268042,153.71354166666666,152.71354166666666,149.71354166666666,0.8763875961303711
frame95,144.3737113402062,143.7036082474227,135.41237113402062,153.61979166666666,152.63020833333334,149.58854166666666,0.8615562915802002
frame96,144.46907216494844,144.0541237113402,135.31701030927834,155.42708333333334,154.65625,151.09895833333334,0.7807756662368774
frame97,145.21391752577318,144.76546391752578,136.13144329896906,157.953125,157.515625,152.265625,0.6420468091964722
frame98,149.93556701030928,150.02319587628867,141.9742268041237,161.0390625,159.74739583333334,155.3515625,0.4379476308822632
frame99,158.68556701030928,158.68556701030928,150.8840206185567,161.98177083333334,160.37239583333334,156.2578125,0.218945712
frame100,163.66494845360825,163.63917525773195,156.67268041237114,162.71875,159.73958333333334,157.6875,0.055375427
frame101,161.04123711340208,160.40463917525773,153.8556701030928,163.40625,161.54166666666666,158.37760416666666,-0.002287179
frame102,163.32474226804123,162.83762886597938,156,164.84635416666666,162.52604166666666,159.61197916666666,-0.017554522
frame103,159.98453608247422,158.98711340206185,152.98453608247422,157,156.5,150,-0.024337947
frame104,159,159,152,158.24479166666666,158.19010416666666,151.40885416666666,-0.028554469
frame105,157.69329896907217,157.65721649484536,151.74742268041237,157.94791666666666,157.94791666666666,151.93489583333334,-0.031799823
frame106,155.9097938,155.56701030927834,148.22680412371133,157,157,150,-0.033845663
frame107,151.36855670103094,150.81701030927834,143.6597938,154.96354166666666,154.9453125,147.96354166666666,-0.034277648
frame108,143.4278350515464,142.56443298969072,134.8479381443299,154.34895833333334,153.77083333333334,148.47916666666666,-0.027410269
frame109,143.22938144329896,142.10309278350516,134.31443298969072,153.3359375,152.2265625,147.30729166666666,-0.027035683
frame110,142.93041237113403,141.83762886597938,134.0335051546392,152.625,151.35677083333334,146.93489583333334,-0.026524305
frame111,141.80927835051546,140.81701030927834,133.4201030927835,154.24479166666666,150.5703125,147.44010416666666,-0.023153573
frame112,141.7319587628866,140.53092783505156,133.49742268041237,154.11458333333334,153.17447916666666,150.10677083333334,-0.025537223
frame113,141.59536082474227,140.36340206185568,132.83505154639175,220.765625,220,218.58072916666666,-0.059208333
frame114,142.44845360824743,141.4278350515464,133.7422680412371,227.078125,225.6640625,225.2421875,-0.072090834
frame115,142.56443298969072,141.7242268041237,133.3762886597938,224.75520833333334,223.40364583333334,223.0546875,-0.062884837
frame116,139.41494845360825,139.91237113402062,128.58762886597938,215.77604166666666,214.45833333333334,214.140625,-0.030039936
frame117,140.29381443298968,141.04381443298968,128.80670103092783,214.28125,212.75,212.75,0.007219911
frame118,142.03608247422682,142.93041237113403,130.38917525773195,212.86197916666666,211.27083333333334,209.86197916666666,0.036208421
frame119,142.81958762886597,143.32474226804123,130.72938144329896,208.46875,206.72395833333334,205.46875,0.059423506
frame120,144.25515463917526,144.45876288659792,131.9922680412371,208.85416666666666,207.046875,205.85416666666666,0.088877201
frame121,145.31958762886597,145.45876288659792,132.97680412371133,208.94010416666666,207.046875,205.85416666666666,0.17891742289066315
frame122,146.10309278350516,146.2319587628866,133.76546391752578,205.4453125,204.4453125,203.17708333333334,0.3597429394721985
frame123,147.0335051546392,147.2036082474227,134.72164948453607,207.42447916666666,206.42447916666666,205.296875,0.606903613
frame124,148.18298969072166,148.34278350515464,135.9020618556701,207.44270833333334,206.44270833333334,205.31770833333334,0.8316583633422852
frame125,149.50515463917526,149.71134020618555,137.20103092783506,207.44270833333334,206.44270833333334,205.31770833333334,0.9077380895614624
frame126,151.05670103092783,151.25,138.7757731958763,206.51041666666666,205.51041666666666,204.38541666666666,0.9296817779541016
frame127,152.21391752577318,152.5798969072165,139.80670103092783,206.91666666666666,205.8203125,204.71614583333334,0.918527365
frame128,153.7319587628866,153.34536082474227,141.31185567010309,205.96875,204.90104166666666,203.8125,0.8811999559402466
frame129,155.8402062,155.30927835051546,142.8041237113402,206.0234375,204.96354166666666,203.875,0.7708349227905273
frame130,155.88917525773195,155.75,143.5257731958763,207.859375,206.7734375,205.140625,0.6141694784164429
