Frame,Red channel,Green channel,Blue Channel,Red_back,Green_back,Blue_back,Pressure
frame0,150.00845070422534,160.27323943661972,158.23661971830987,209.96033994334277,207.6458923512748,214.39376770538243,-0.039813787
frame1,149.66197183098592,160.09859154929578,158.03943661971832,210.6317280453258,208.31728045325778,213.87252124645892,-0.03962934
frame2,149.38591549295774,160.07887323943663,158.14084507042253,210.6317280453258,208.31728045325778,214.39376770538243,-0.037917733
frame3,149.64225352112675,160.11830985915492,158.32676056338028,210.24645892351276,208.5099150141643,213.75354107648724,-0.036545932
frame4,149.75211267605633,160.38028169014083,158.58591549295775,210.4929178470255,208.21529745042494,214.29461756373937,-0.035065979
frame5,149.57183098591548,160.11549295774648,158.30140845070423,210.4929178470255,209.1331444759207,214.29461756373937,-0.033187836
frame6,149.70985915492957,160.28169014084506,158.50704225352112,218.87535410764872,217.1614730878187,217,-0.031902969
frame7,149.48169014084507,160.0338028169014,158.18591549295775,219.6430595,218.56657223796034,217,-0.03498441
frame8,149.72957746478872,160.28169014084506,158.50704225352112,219.6430595,218.56657223796034,217,-0.035865098
frame9,149.57183098591548,160.08450704225353,158.43943661971832,218.8441926345609,217.76770538243625,217,-0.034895808
frame10,149.81971830985916,160.33239436619718,158.78591549295774,218.8441926345609,217.76770538243625,217,-0.032446653
frame11,150.97464788732395,159.32112676056337,160.10985915492958,218.26912181303115,217.11331444759207,217,-0.026062936
frame12,150.67605633802816,159.42535211267605,159.6056338028169,217.0113314447592,216.08215297450425,217,-0.021848261
frame13,150.58591549295775,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.018287688
frame14,150.58591549295775,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.016558856
frame15,150.58591549295775,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.015889645
frame16,150.91830985915493,159.42535211267605,159.88169014084508,216.94334277620396,216.08215297450425,217,-0.015907466
frame17,150.58591549295775,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.015705556
frame18,150.91830985915493,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.016405821
frame19,150.58591549295775,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.016640753
frame20,150.58591549295775,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.017072111
frame21,150.58591549295775,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.017246097
frame22,150.58591549295775,159.42535211267605,159.87042253521128,216.94334277620396,216.08215297450425,217,-0.017385572
frame23,150.64225352112675,159.30985915492957,160.07042253521126,218.11614730878188,216.96033994334277,217,-0.017382115
frame24,151.04788732394366,159.6056338028169,160.1380281690141,217.43909348441926,216.43059490084985,217,-0.01823774
frame25,150.61408450704226,159.32676056338028,160.07323943661973,217.43909348441926,216.43059490084985,217,-0.01746121
